crtR(2011:2017),Water,Urban,Rice field,Farmland,Meadow,Deciduous broadleaf,Deciduous coniferous,Evergreen broadleaf,Evergreen coniferous,Bare land,Bamboo forest,Solar panel
0.510671,0,1,0,0,0,0,0,0,0,0,0,0
0.499158,0,1,0,0,0,0,0,0,0,0,0,0
0.543011,0,1,0,0,0,0,0,0,0,0,0,0
0.53679,0,1,0,0,0,0,0,0,0,0,0,0
0.534038,0,0,0,1,0,0,0,0,0,0,0,0
0.491307,0,0,0,1,0,0,0,0,0,0,0,0
0.506497,0,1,0,0,0,0,0,0,0,0,0,0
0.548336,0,1,0,0,0,0,0,0,0,0,0,0
0.538882,0,1,0,0,0,0,0,0,0,0,0,0
0.523986,0,1,0,0,0,0,0,0,0,0,0,0
0.486451,0,1,0,0,0,0,0,0,0,0,0,0
0.590804,0,1,0,0,0,0,0,0,0,0,0,0
0.479338,0,1,0,0,0,0,0,0,0,0,0,0
0.500744,0,1,0,0,0,0,0,0,0,0,0,0
0.497061,0,1,0,0,0,0,0,0,0,0,0,0
0.551176,0,1,0,0,0,0,0,0,0,0,0,0
0.552404,0,1,0,0,0,0,0,0,0,0,0,0
0.53508,0,1,0,0,0,0,0,0,0,0,0,0
0.519757,0,1,0,0,0,0,0,0,0,0,0,0
0.573675,0,1,0,0,0,0,0,0,0,0,0,0
0.53304,0,0,1,0,0,0,0,0,0,0,0,0
0.501817,0,1,0,0,0,0,0,0,0,0,0,0
0.580528,0,1,0,0,0,0,0,0,0,0,0,0
0.493796,0,1,0,0,0,0,0,0,0,0,0,0
0.557818,0,1,0,0,0,0,0,0,0,0,0,0
0.478574,0,1,0,0,0,0,0,0,0,0,0,0
0.553145,0,1,0,0,0,0,0,0,0,0,0,0
0.485197,0,1,0,0,0,0,0,0,0,0,0,0
0.560549,0,1,0,0,0,0,0,0,0,0,0,0
0.549237,0,1,0,0,0,0,0,0,0,0,0,0
0.572252,0,1,0,0,0,0,0,0,0,0,0,0
0.492408,0,1,0,0,0,0,0,0,0,0,0,0
0.518848,0,1,0,0,0,0,0,0,0,0,0,0
0.498974,0,1,0,0,0,0,0,0,0,0,0,0
0.537602,0,1,0,0,0,0,0,0,0,0,0,0
0.544485,0,1,0,0,0,0,0,0,0,0,0,0
0.544912,0,1,0,0,0,0,0,0,0,0,0,0
0.528742,0,1,0,0,0,0,0,0,0,0,0,0
0.518044,0,1,0,0,0,0,0,0,0,0,0,0
0.490987,0,1,0,0,0,0,0,0,0,0,0,0
0.502232,0,1,0,0,0,0,0,0,0,0,0,0
0.574187,0,1,0,0,0,0,0,0,0,0,0,0
0.546712,0,1,0,0,0,0,0,0,0,0,0,0
0.525169,0,1,0,0,0,0,0,0,0,0,0,0
0.537895,0,1,0,0,0,0,0,0,0,0,0,0
0.503895,0,1,0,0,0,0,0,0,0,0,0,0
0.510675,0,1,0,0,0,0,0,0,0,0,0,0
0.537078,0,1,0,0,0,0,0,0,0,0,0,0
0.542735,0,1,0,0,0,0,0,0,0,0,0,0
0.551541,0,1,0,0,0,0,0,0,0,0,0,0
0.490864,0,1,0,0,0,0,0,0,0,0,0,0
0.582607,0,1,0,0,0,0,0,0,0,0,0,0
0.574298,0,1,0,0,0,0,0,0,0,0,0,0
0.535971,0,1,0,0,0,0,0,0,0,0,0,0
0.537983,0,1,0,0,0,0,0,0,0,0,0,0
0.535578,0,1,0,0,0,0,0,0,0,0,0,0
0.549844,0,1,0,0,0,0,0,0,0,0,0,0
0.46844,0,1,0,0,0,0,0,0,0,0,0,0
0.51714,0,1,0,0,0,0,0,0,0,0,0,0
0.541067,0,1,0,0,0,0,0,0,0,0,0,0
0.462527,0,1,0,0,0,0,0,0,0,0,0,0
0.516765,0,1,0,0,0,0,0,0,0,0,0,0
0.531184,0,1,0,0,0,0,0,0,0,0,0,0
0.502258,0,1,0,0,0,0,0,0,0,0,0,0
0.484095,0,1,0,0,0,0,0,0,0,0,0,0
0.513614,0,1,0,0,0,0,0,0,0,0,0,0
0.515541,0,1,0,0,0,0,0,0,0,0,0,0
0.566621,0,1,0,0,0,0,0,0,0,0,0,0
0.551856,0,1,0,0,0,0,0,0,0,0,0,0
0.549304,0,1,0,0,0,0,0,0,0,0,0,0
0.545538,0,1,0,0,0,0,0,0,0,0,0,0
0.557887,0,1,0,0,0,0,0,0,0,0,0,0
0.561674,0,1,0,0,0,0,0,0,0,0,0,0
0.550763,0,1,0,0,0,0,0,0,0,0,0,0
0.512512,0,1,0,0,0,0,0,0,0,0,0,0
0.479455,0,1,0,0,0,0,0,0,0,0,0,0
0.529524,0,1,0,0,0,0,0,0,0,0,0,0
0.436315,0,1,0,0,0,0,0,0,0,0,0,0
0.523505,0,1,0,0,0,0,0,0,0,0,0,0
0.547508,0,1,0,0,0,0,0,0,0,0,0,0
0.486551,0,1,0,0,0,0,0,0,0,0,0,0
0.523123,0,1,0,0,0,0,0,0,0,0,0,0
0.493819,0,1,0,0,0,0,0,0,0,0,0,0
0.45192,0,1,0,0,0,0,0,0,0,0,0,0
0.479375,0,1,0,0,0,0,0,0,0,0,0,0
0.51324,0,1,0,0,0,0,0,0,0,0,0,0
0.513682,0,1,0,0,0,0,0,0,0,0,0,0
0.53561,0,1,0,0,0,0,0,0,0,0,0,0
0.533529,0,1,0,0,0,0,0,0,0,0,0,0
0.515558,0,1,0,0,0,0,0,0,0,0,0,0
0.54887,0,1,0,0,0,0,0,0,0,0,0,0
0.509202,0,1,0,0,0,0,0,0,0,0,0,0
0.48308,0,1,0,0,0,0,0,0,0,0,0,0
0.486021,0,1,0,0,0,0,0,0,0,0,0,0
0.501309,0,1,0,0,0,0,0,0,0,0,0,0
0.483846,0,1,0,0,0,0,0,0,0,0,0,0
0.501641,0,1,0,0,0,0,0,0,0,0,0,0
0.474625,0,0,0,1,0,0,0,0,0,0,0,0
0.472984,0,0,0,1,0,0,0,0,0,0,0,0
0.551288,0,1,0,0,0,0,0,0,0,0,0,0
0.547211,0,1,0,0,0,0,0,0,0,0,0,0
0.558162,0,1,0,0,0,0,0,0,0,0,0,0
0.576933,0,1,0,0,0,0,0,0,0,0,0,0
0.48975,0,1,0,0,0,0,0,0,0,0,0,0
0.5191,0,1,0,0,0,0,0,0,0,0,0,0
0.556464,0,1,0,0,0,0,0,0,0,0,0,0
0.489286,0,1,0,0,0,0,0,0,0,0,0,0
0.475503,0,1,0,0,0,0,0,0,0,0,0,0
0.470121,0,0,0,1,0,0,0,0,0,0,0,0
0.550563,0,1,0,0,0,0,0,0,0,0,0,0
0.486614,0,1,0,0,0,0,0,0,0,0,0,0
0.518409,0,1,0,0,0,0,0,0,0,0,0,0
0.550354,0,1,0,0,0,0,0,0,0,0,0,0
0.568879,0,1,0,0,0,0,0,0,0,0,0,0
0.500665,0,0,0,1,0,0,0,0,0,0,0,0
0.537745,0,1,0,0,0,0,0,0,0,0,0,0
0.552694,0,1,0,0,0,0,0,0,0,0,0,0
0.558036,0,1,0,0,0,0,0,0,0,0,0,0
0.565095,0,0,0,1,0,0,0,0,0,0,0,0
0.548387,0,1,0,0,0,0,0,0,0,0,0,0
0.571679,0,1,0,0,0,0,0,0,0,0,0,0
0.556004,0,0,0,1,0,0,0,0,0,0,0,0
0.397179,0,0,0,1,0,0,0,0,0,0,0,0
0.446251,0,1,0,0,0,0,0,0,0,0,0,0
0.470697,0,1,0,0,0,0,0,0,0,0,0,0
0.492276,0,1,0,0,0,0,0,0,0,0,0,0
0.479251,0,1,0,0,0,0,0,0,0,0,0,0
0.541263,0,1,0,0,0,0,0,0,0,0,0,0
0.521059,0,1,0,0,0,0,0,0,0,0,0,0
0.561897,0,1,0,0,0,0,0,0,0,0,0,0
0.544513,0,1,0,0,0,0,0,0,0,0,0,0
0.493833,0,1,0,0,0,0,0,0,0,0,0,0
0.518291,0,1,0,0,0,0,0,0,0,0,0,0
0.503965,0,1,0,0,0,0,0,0,0,0,0,0
0.53983,0,1,0,0,0,0,0,0,0,0,0,0
0.488632,0,1,0,0,0,0,0,0,0,0,0,0
0.519055,0,1,0,0,0,0,0,0,0,0,0,0
0.509483,0,1,0,0,0,0,0,0,0,0,0,0
0.446697,0,1,0,0,0,0,0,0,0,0,0,0
0.486972,0,1,0,0,0,0,0,0,0,0,0,0
0.479,0,1,0,0,0,0,0,0,0,0,0,0
0.494284,0,1,0,0,0,0,0,0,0,0,0,0
0.47996,0,1,0,0,0,0,0,0,0,0,0,0
0.474277,0,1,0,0,0,0,0,0,0,0,0,0
0.40696,0,1,0,0,0,0,0,0,0,0,0,0
0.504639,0,1,0,0,0,0,0,0,0,0,0,0
0.521467,0,1,0,0,0,0,0,0,0,0,0,0
0.554484,0,1,0,0,0,0,0,0,0,0,0,0
0.568471,0,1,0,0,0,0,0,0,0,0,0,0
0.531895,0,1,0,0,0,0,0,0,0,0,0,0
0.441974,0,1,0,0,0,0,0,0,0,0,0,0
0.442143,0,1,0,0,0,0,0,0,0,0,0,0
0.569659,0,1,0,0,0,0,0,0,0,0,0,0
0.572579,0,1,0,0,0,0,0,0,0,0,0,0
0.503762,0,1,0,0,0,0,0,0,0,0,0,0
0.508838,0,1,0,0,0,0,0,0,0,0,0,0
0.498046,0,1,0,0,0,0,0,0,0,0,0,0
0.494488,0,0,0,1,0,0,0,0,0,0,0,0
0.447539,0,1,0,0,0,0,0,0,0,0,0,0
0.520718,0,1,0,0,0,0,0,0,0,0,0,0
0.35309,0,1,0,0,0,0,0,0,0,0,0,0
0.325359,0,0,0,1,0,0,0,0,0,0,0,0
0.531212,0,1,0,0,0,0,0,0,0,0,0,0
0.565534,0,1,0,0,0,0,0,0,0,0,0,0
0.560788,0,0,0,1,0,0,0,0,0,0,0,0
0.555813,0,1,0,0,0,0,0,0,0,0,0,0
0.56276,0,1,0,0,0,0,0,0,0,0,0,0
0.485214,0,1,0,0,0,0,0,0,0,0,0,0
0.590553,0,1,0,0,0,0,0,0,0,0,0,0
0.546104,0,1,0,0,0,0,0,0,0,0,0,0
0.597007,0,1,0,0,0,0,0,0,0,0,0,0
0.579099,0,1,0,0,0,0,0,0,0,0,0,0
0.479984,0,1,0,0,0,0,0,0,0,0,0,0
0.584745,0,1,0,0,0,0,0,0,0,0,0,0
0.603156,0,1,0,0,0,0,0,0,0,0,0,0
0.603498,0,1,0,0,0,0,0,0,0,0,0,0
0.578532,0,1,0,0,0,0,0,0,0,0,0,0
0.524686,0,0,0,1,0,0,0,0,0,0,0,0
0.538509,0,0,0,1,0,0,0,0,0,0,0,0
0.557898,0,1,0,0,0,0,0,0,0,0,0,0
0.615618,0,0,0,0,1,0,0,0,0,0,0,0
0.603613,0,1,0,0,0,0,0,0,0,0,0,0
0.561977,0,1,0,0,0,0,0,0,0,0,0,0
0.548077,0,1,0,0,0,0,0,0,0,0,0,0
0.545404,0,1,0,0,0,0,0,0,0,0,0,0
0.504258,0,1,0,0,0,0,0,0,0,0,0,0
0.572947,0,1,0,0,0,0,0,0,0,0,0,0
0.524204,0,1,0,0,0,0,0,0,0,0,0,0
0.470552,0,1,0,0,0,0,0,0,0,0,0,0
0.566888,0,1,0,0,0,0,0,0,0,0,0,0
0.374631,0,1,0,0,0,0,0,0,0,0,0,0
0.52143,0,0,0,1,0,0,0,0,0,0,0,0
0.425281,0,1,0,0,0,0,0,0,0,0,0,0
0.594991,0,0,0,1,0,0,0,0,0,0,0,0
0.539781,0,1,0,0,0,0,0,0,0,0,0,0
0.616526,0,1,0,0,0,0,0,0,0,0,0,0
0.551785,0,1,0,0,0,0,0,0,0,0,0,0
0.542352,0,0,0,1,0,0,0,0,0,0,0,0
0.492184,0,1,0,0,0,0,0,0,0,0,0,0
0.497134,0,1,0,0,0,0,0,0,0,0,0,0
0.515141,0,1,0,0,0,0,0,0,0,0,0,0
0.525083,0,1,0,0,0,0,0,0,0,0,0,0
0.547491,0,1,0,0,0,0,0,0,0,0,0,0
0.539127,0,1,0,0,0,0,0,0,0,0,0,0
0.551001,0,1,0,0,0,0,0,0,0,0,0,0
0.514418,0,1,0,0,0,0,0,0,0,0,0,0
0.461016,0,1,0,0,0,0,0,0,0,0,0,0
0.407097,0,1,0,0,0,0,0,0,0,0,0,0
0.430807,0,1,0,0,0,0,0,0,0,0,0,0
0.459837,0,1,0,0,0,0,0,0,0,0,0,0
0.433933,0,1,0,0,0,0,0,0,0,0,0,0
0.458541,0,1,0,0,0,0,0,0,0,0,0,0
0.451068,0,1,0,0,0,0,0,0,0,0,0,0
0.476577,0,1,0,0,0,0,0,0,0,0,0,0
0.615979,0,1,0,0,0,0,0,0,0,0,0,0
0.618552,0,1,0,0,0,0,0,0,0,0,0,0
0.510825,0,1,0,0,0,0,0,0,0,0,0,0
0.413215,0,0,0,1,0,0,0,0,0,0,0,0
0.400659,0,1,0,0,0,0,0,0,0,0,0,0
0.556526,0,0,0,1,0,0,0,0,0,0,0,0
0.54922,0,1,0,0,0,0,0,0,0,0,0,0
0.55891,0,1,0,0,0,0,0,0,0,0,0,0
0.64282,0,1,0,0,0,0,0,0,0,0,0,0
0.622979,0,1,0,0,0,0,0,0,0,0,0,0
0.551548,0,0,0,1,0,0,0,0,0,0,0,0
0.494476,0,1,0,0,0,0,0,0,0,0,0,0
0.634163,0,1,0,0,0,0,0,0,0,0,0,0
0.618618,0,1,0,0,0,0,0,0,0,0,0,0
0.59741,0,1,0,0,0,0,0,0,0,0,0,0
0.476777,0,1,0,0,0,0,0,0,0,0,0,0
0.49661,0,1,0,0,0,0,0,0,0,0,0,0
0.502625,0,1,0,0,0,0,0,0,0,0,0,0
0.521783,0,1,0,0,0,0,0,0,0,0,0,0
0.488019,0,1,0,0,0,0,0,0,0,0,0,0
0.553119,0,1,0,0,0,0,0,0,0,0,0,0
0.577871,0,1,0,0,0,0,0,0,0,0,0,0
0.54188,0,1,0,0,0,0,0,0,0,0,0,0
0.523136,0,0,0,1,0,0,0,0,0,0,0,0
0.594671,0,1,0,0,0,0,0,0,0,0,0,0
0.592581,0,1,0,0,0,0,0,0,0,0,0,0
0.563896,0,1,0,0,0,0,0,0,0,0,0,0
0.546208,0,1,0,0,0,0,0,0,0,0,0,0
0.575526,0,0,0,1,0,0,0,0,0,0,0,0
0.578482,0,0,0,1,0,0,0,0,0,0,0,0
0.605245,0,0,0,1,0,0,0,0,0,0,0,0
0.541461,0,1,0,0,0,0,0,0,0,0,0,0
0.43316,0,1,0,0,0,0,0,0,0,0,0,0
0.353661,0,0,0,1,0,0,0,0,0,0,0,0
0.59669,0,1,0,0,0,0,0,0,0,0,0,0
0.575327,0,0,0,1,0,0,0,0,0,0,0,0
0.577964,0,0,0,1,0,0,0,0,0,0,0,0
0.605348,0,1,0,0,0,0,0,0,0,0,0,0
0.568875,0,1,0,0,0,0,0,0,0,0,0,0
0.566439,0,1,0,0,0,0,0,0,0,0,0,0
0.525043,0,1,0,0,0,0,0,0,0,0,0,0
0.536355,0,1,0,0,0,0,0,0,0,0,0,0
0.348741,0,1,0,0,0,0,0,0,0,0,0,0
0.61333,0,1,0,0,0,0,0,0,0,0,0,0
0.362844,0,1,0,0,0,0,0,0,0,0,0,0
0.432594,0,1,0,0,0,0,0,0,0,0,0,0
0.576629,0,0,0,1,0,0,0,0,0,0,0,0
0.55134,0,1,0,0,0,0,0,0,0,0,0,0
0.641561,0,1,0,0,0,0,0,0,0,0,0,0
0.537299,0,1,0,0,0,0,0,0,0,0,0,0
0.440889,0,1,0,0,0,0,0,0,0,0,0,0
0.578846,0,1,0,0,0,0,0,0,0,0,0,0
0.564488,0,1,0,0,0,0,0,0,0,0,0,0
0.573037,0,1,0,0,0,0,0,0,0,0,0,0
0.555836,0,1,0,0,0,0,0,0,0,0,0,0
0.498394,0,1,0,0,0,0,0,0,0,0,0,0
0.641929,0,0,0,0,0,0,0,0,0,1,0,0
0.628892,0,1,0,0,0,0,0,0,0,0,0,0
0.626763,0,1,0,0,0,0,0,0,0,0,0,0
0.635632,0,1,0,0,0,0,0,0,0,0,0,0
0.503191,0,1,0,0,0,0,0,0,0,0,0,0
0.639951,0,1,0,0,0,0,0,0,0,0,0,0
0.622377,0,1,0,0,0,0,0,0,0,0,0,0
0.547117,0,1,0,0,0,0,0,0,0,0,0,0
0.549409,0,1,0,0,0,0,0,0,0,0,0,0
0.529466,0,1,0,0,0,0,0,0,0,0,0,0
0.438019,0,1,0,0,0,0,0,0,0,0,0,0
0.437359,0,1,0,0,0,0,0,0,0,0,0,0
0.372496,0,1,0,0,0,0,0,0,0,0,0,0
0.494003,0,1,0,0,0,0,0,0,0,0,0,0
0.38311,0,1,0,0,0,0,0,0,0,0,0,0
0.634445,0,1,0,0,0,0,0,0,0,0,0,0
0.63078,0,1,0,0,0,0,0,0,0,0,0,0
0.611618,0,1,0,0,0,0,0,0,0,0,0,0
0.457496,0,1,0,0,0,0,0,0,0,0,0,0
0.514865,0,1,0,0,0,0,0,0,0,0,0,0
0.545491,0,1,0,0,0,0,0,0,0,0,0,0
0.54921,0,1,0,0,0,0,0,0,0,0,0,0
0.543366,0,1,0,0,0,0,0,0,0,0,0,0
0.562685,0,1,0,0,0,0,0,0,0,0,0,0
0.558769,0,1,0,0,0,0,0,0,0,0,0,0
0.617782,0,1,0,0,0,0,0,0,0,0,0,0
0.631132,0,1,0,0,0,0,0,0,0,0,0,0
0.346313,0,1,0,0,0,0,0,0,0,0,0,0
0.527474,0,1,0,0,0,0,0,0,0,0,0,0
0.534609,0,1,0,0,0,0,0,0,0,0,0,0
0.637811,0,1,0,0,0,0,0,0,0,0,0,0
0.632677,0,1,0,0,0,0,0,0,0,0,0,0
0.5273,0,1,0,0,0,0,0,0,0,0,0,0
0.48991,0,1,0,0,0,0,0,0,0,0,0,0
0.356566,0,1,0,0,0,0,0,0,0,0,0,0
0.530442,0,1,0,0,0,0,0,0,0,0,0,0
0.557225,0,1,0,0,0,0,0,0,0,0,0,0
0.551878,0,1,0,0,0,0,0,0,0,0,0,0
0.501208,0,1,0,0,0,0,0,0,0,0,0,0
0.574282,0,1,0,0,0,0,0,0,0,0,0,0
0.612933,0,1,0,0,0,0,0,0,0,0,0,0
0.622577,0,1,0,0,0,0,0,0,0,0,0,0
0.533716,0,1,0,0,0,0,0,0,0,0,0,0
0.53567,0,1,0,0,0,0,0,0,0,0,0,0
0.466873,0,1,0,0,0,0,0,0,0,0,0,0
0.518102,0,1,0,0,0,0,0,0,0,0,0,0
0.619466,0,1,0,0,0,0,0,0,0,0,0,0
0.518139,0,1,0,0,0,0,0,0,0,0,0,0
0.620094,0,1,0,0,0,0,0,0,0,0,0,0
0.62188,0,1,0,0,0,0,0,0,0,0,0,0
0.60226,0,1,0,0,0,0,0,0,0,0,0,0
0.49094,0,1,0,0,0,0,0,0,0,0,0,0
0.490301,0,1,0,0,0,0,0,0,0,0,0,0
0.461526,0,1,0,0,0,0,0,0,0,0,0,0
0.640415,0,1,0,0,0,0,0,0,0,0,0,0
0.633361,0,1,0,0,0,0,0,0,0,0,0,0
0.64459,0,1,0,0,0,0,0,0,0,0,0,0
0.545818,0,1,0,0,0,0,0,0,0,0,0,0
0.520111,0,1,0,0,0,0,0,0,0,0,0,0
0.615065,0,1,0,0,0,0,0,0,0,0,0,0
0.605488,0,1,0,0,0,0,0,0,0,0,0,0
0.598243,0,1,0,0,0,0,0,0,0,0,0,0
0.625784,0,1,0,0,0,0,0,0,0,0,0,0
0.50459,0,1,0,0,0,0,0,0,0,0,0,0
0.49548,0,1,0,0,0,0,0,0,0,0,0,0
0.605423,0,1,0,0,0,0,0,0,0,0,0,0
0.612945,0,0,1,0,0,0,0,0,0,0,0,0
0.618607,0,1,0,0,0,0,0,0,0,0,0,0
0.586,0,0,1,0,0,0,0,0,0,0,0,0
0.565806,0,1,0,0,0,0,0,0,0,0,0,0
0.573775,0,1,0,0,0,0,0,0,0,0,0,0
0.555432,0,1,0,0,0,0,0,0,0,0,0,0
0.576601,0,1,0,0,0,0,0,0,0,0,0,0
0.507169,0,1,0,0,0,0,0,0,0,0,0,0
0.544761,0,1,0,0,0,0,0,0,0,0,0,0
0.521192,0,1,0,0,0,0,0,0,0,0,0,0
0.536089,0,1,0,0,0,0,0,0,0,0,0,0
0.516747,0,1,0,0,0,0,0,0,0,0,0,0
0.515375,0,1,0,0,0,0,0,0,0,0,0,0
0.618273,0,1,0,0,0,0,0,0,0,0,0,0
0.585881,0,0,0,1,0,0,0,0,0,0,0,0
0.597255,0,1,0,0,0,0,0,0,0,0,0,0
0.638262,0,1,0,0,0,0,0,0,0,0,0,0
0.644443,0,1,0,0,0,0,0,0,0,0,0,0
0.572449,0,1,0,0,0,0,0,0,0,0,0,0
0.517191,0,1,0,0,0,0,0,0,0,0,0,0
0.514153,0,1,0,0,0,0,0,0,0,0,0,0
0.52079,0,1,0,0,0,0,0,0,0,0,0,0
0.593512,0,1,0,0,0,0,0,0,0,0,0,0
0.568211,0,1,0,0,0,0,0,0,0,0,0,0
0.411737,0,1,0,0,0,0,0,0,0,0,0,0
0.29793,0,0,0,1,0,0,0,0,0,0,0,0
0.601214,0,0,0,1,0,0,0,0,0,0,0,0
0.617809,0,1,0,0,0,0,0,0,0,0,0,0
0.547455,0,1,0,0,0,0,0,0,0,0,0,0
0.604548,0,1,0,0,0,0,0,0,0,0,0,0
0.593673,0,1,0,0,0,0,0,0,0,0,0,0
0.608776,0,1,0,0,0,0,0,0,0,0,0,0
0.299938,0,0,0,1,0,0,0,0,0,0,0,0
0.352042,0,0,0,1,0,0,0,0,0,0,0,0
0.573303,0,1,0,0,0,0,0,0,0,0,0,0
0.608074,0,0,0,1,0,0,0,0,0,0,0,0
0.566122,0,1,0,0,0,0,0,0,0,0,0,0
